<s>             | dit             | topic 428      topic 50       topic 187      topic 362      
zeven           | kilometer       | topic 428      topic 296      topic 164      topic 86       
kilometer       | bedraagt        | topic 428      topic 404      topic 145      topic 438      
bedraagt        | en              | topic 428      topic 164      topic 347      topic 275      
en              | een             | topic 428      topic 275      topic 347      topic 289      
een             | toernooi        | topic 428      topic 472      topic 164      topic 2        
toernooi        | vier            | topic 428      topic 245      topic 289      topic 347      
vier            | rondjes         | topic 428      topic 296      topic 164      topic 245      
rondjes         | van             | topic 428      topic 404      topic 86       topic 60       
van             | achttien        | topic 428      topic 347      topic 49       topic 245      
achttien        | holes           | topic 428      topic 296      topic 164      topic 472      
holes           | </s>            | topic 428      topic 347      topic 245      topic 438      
<s>             | tenzij          | topic 428      topic 134      topic 49       topic 50       
tenzij          | je              | topic 428      topic 134      topic 49       topic 347      
je              | zoals           | topic 428      topic 86       topic 289      topic 245      
zoals           | Nick            | topic 428      topic 86       topic 245      topic 347      
Nick            | <UNK>           | topic 49       topic 151      topic 245      topic 86       
<UNK>           | de              | topic 428      topic 245      topic 49       topic 86       
de              | cut             | topic 428      topic 86       topic 2        topic 347      
cut             | niet            | topic 428      topic 245      topic 49       topic 86       
niet            | meer            | topic 428      topic 404      topic 49       topic 245      
meer            | overleeft       | topic 86       topic 428      topic 245      topic 49       
overleeft       | </s>            | topic 49       topic 428      topic 86       topic 245      
<s>             | <UNK>           | topic 49       topic 428      topic 86       topic 347      
<UNK>           | kreeg           | topic 428      topic 49       topic 245      topic 86       
kreeg           | van             | topic 428      topic 49       topic 347      topic 245      
van             | de              | topic 428      topic 49       topic 347      topic 245      
de              | Royal           | topic 428      topic 86       topic 347      topic 245      
Royal           | and             | topic 358      topic 3        topic 468      topic 347      
and             | <UNK>           | topic 49       topic 428      topic 240      topic 458      
<UNK>           | de              | topic 428      topic 245      topic 3        topic 86       
de              | hoogste         | topic 428      topic 86       topic 2        topic 347      
hoogste         | <UNK>           | topic 428      topic 2        topic 86       topic 245      
<UNK>           | die             | topic 428      topic 245      topic 49       topic 347      
die             | huist           | topic 428      topic 347      topic 245      topic 49       
huist           | in              | topic 428      topic 49       topic 347      topic 245      
in              | het             | topic 428      topic 245      topic 347      topic 86       
het             | Schotse         | topic 330      topic 428      topic 211      topic 289      
Schotse         | <UNK>           | topic 330      topic 245      topic 211      topic 347      
<UNK>           | geen            | topic 428      topic 245      topic 49       topic 347      
geen            | toestemming     | topic 428      topic 245      topic 2        topic 86       
toestemming     | om              | topic 404      topic 187      topic 289      topic 52       
om              | zich            | topic 428      topic 49       topic 347      topic 245      
zich            | met             | topic 428      topic 404      topic 86       topic 289      
met             | een             | topic 428      topic 49       topic 347      topic 245      
een             | karretje        | topic 428      topic 2        topic 86       topic 245      
karretje        | door            | topic 404      topic 86       topic 289      topic 187      
door            | de              | topic 49       topic 428      topic 347      topic 86       
de              | toernooien      | topic 428      topic 86       topic 347      topic 2        
toernooien      | van             | topic 428      topic 404      topic 86       topic 289      
van             | de              | topic 428      topic 49       topic 245      topic 347      
de              | Europese        | topic 428      topic 86       topic 245      topic 347      
Europese        | <UNK>           | topic 86       topic 203      topic 347      topic 2        
<UNK>           | te              | topic 428      topic 347      topic 86       topic 49       
te              | verplaatsen     | topic 275      topic 289      topic 86       topic 2        
verplaatsen     | </s>            | topic 404      topic 289      topic 49       topic 347      
<s>             | wat             | topic 347      topic 49       topic 428      topic 86       
wat             | hij             | topic 347      topic 49       topic 86       topic 289      
hij             | wel             | topic 86       topic 289      topic 404      topic 275      
wel             | kreeg           | topic 428      topic 86       topic 49       topic 289      
kreeg           | was             | topic 49       topic 347      topic 428      topic 86       
was             | een             | topic 49       topic 347      topic 86       topic 428      
een             | aanval          | topic 428      topic 2        topic 86       topic 347      
aanval          | van             | topic 404      topic 187      topic 289      topic 242      
van             | artritis        | topic 428      topic 49       topic 347      topic 86       
artritis        | een             | topic 404      topic 49       topic 428      topic 245      
een             | aanzet          | topic 428      topic 470      topic 2        topic 245      
aanzet          | tot             | topic 404      topic 187      topic 251      topic 205      
tot             | <UNK>           | topic 428      topic 49       topic 245      topic 86       
<UNK>           | een             | topic 428      topic 245      topic 49       topic 86       
een             | depressie       | topic 428      topic 245      topic 470      topic 2        
depressie       | en              | topic 404      topic 187      topic 41       topic 251      
en              | een             | topic 404      topic 374      topic 347      topic 41       
een             | plaatsje        | topic 428      topic 470      topic 351      topic 2        
plaatsje        | in              | topic 404      topic 245      topic 428      topic 351      
in              | de              | topic 428      topic 86       topic 245      topic 259      
de              | grauwe          | topic 428      topic 86       topic 2        topic 470      
grauwe          | middenmoot      | topic 470      topic 41       topic 86       topic 428      
middenmoot      | </s>            | topic 404      topic 187      topic 289      topic 205      
<s>             | dat             | topic 428      topic 245      topic 86       topic 347      
dat             | stelde          | topic 428      topic 404      topic 86       topic 289      
stelde          | een             | topic 49       topic 311      topic 428      topic 415      
een             | extra           | topic 428      topic 2        topic 470      topic 245      
extra           | probleem        | topic 86       topic 428      topic 470      topic 2        
probleem        | voor            | topic 404      topic 187      topic 289      topic 86       
voor            | zijn            | topic 428      topic 347      topic 86       topic 49       
zijn            | landgenoot      | topic 428      topic 86       topic 470      topic 2        
landgenoot      | <UNK>           | topic 49       topic 311      topic 151      topic 415      
<UNK>           | <UNK>           | topic 245      topic 49       topic 428      topic 86       
<UNK>           | die             | topic 428      topic 245      topic 49       topic 86       
die             | twee            | topic 428      topic 86       topic 245      topic 49       
twee            | jaar            | topic 428      topic 296      topic 164      topic 472      
jaar            | geleden         | topic 428      topic 404      topic 86       topic 245      
geleden         | captain         | topic 428      topic 245      topic 86       topic 49       
captain         | was             | topic 49       topic 428      topic 245      topic 86       
was             | van             | topic 49       topic 428      topic 86       topic 347      
van             | de              | topic 428      topic 49       topic 347      topic 245      
de              | Europese        | topic 428      topic 86       topic 347      topic 2        
Europese        | ploeg           | topic 86       topic 2        topic 203      topic 347      
ploeg           | voor            | topic 428      topic 245      topic 49       topic 86       
voor            | de              | topic 428      topic 49       topic 347      topic 245      
de              | Ryder           | topic 428      topic 86       topic 2        topic 347      
Ryder           | Cup             | topic 245      topic 49       topic 86       topic 428      
Cup             | de              | topic 245      topic 289      topic 203      topic 265      
de              | tweejaarlijkse  | topic 86       topic 428      topic 245      topic 203      
tweejaarlijkse  | ontmoeting      | topic 86       topic 2        topic 245      topic 203      
ontmoeting      | tussen          | topic 245      topic 428      topic 60       topic 289      
tussen          | Amerika         | topic 428      topic 245      topic 347      topic 49       
Amerika         | en              | topic 428      topic 245      topic 289      topic 86       
en              | Europa          | topic 245      topic 347      topic 265      topic 49       
Europa          | </s>            | topic 245      topic 289      topic 428      topic 86       
<s>             | met             | topic 245      topic 49       topic 347      topic 86       
met             | voorsprong      | topic 428      topic 49       topic 245      topic 347      
voorsprong      | het             | topic 428      topic 245      topic 289      topic 49       
het             | belangrijkste   | topic 330      topic 289      topic 275      topic 245      
belangrijkste   | toernooi        | topic 245      topic 86       topic 428      topic 203      
toernooi        | in              | topic 203      topic 245      topic 289      topic 265      
in              | het             | topic 203      topic 245      topic 428      topic 197      
het             | internationale  | topic 330      topic 203      topic 289      topic 245      
internationale  | golf            | topic 330      topic 203      topic 245      topic 86       
golf            | </s>            | topic 49       topic 289      topic 245      topic 374      
<s>             | er              | topic 49       topic 245      topic 347      topic 265      
er              | wordt           | topic 428      topic 289      topic 203      topic 404      
wordt           | wisselend       | topic 428      topic 245      topic 49       topic 203      
wisselend       | gespeeld        | topic 275      topic 289      topic 330      topic 203      
gespeeld        | in              | topic 289      topic 245      topic 404      topic 187      
in              | Europa          | topic 428      topic 203      topic 245      topic 197      
Europa          | en              | topic 289      topic 428      topic 245      topic 203      
en              | Amerika         | topic 245      topic 289      topic 265      topic 347      
Amerika         | </s>            | topic 289      topic 203      topic 245      topic 265      
<s>             | in              | topic 245      topic 49       topic 265      topic 347      
in              | Europa          | topic 428      topic 203      topic 245      topic 197      
Europa          | is              | topic 289      topic 428      topic 245      topic 203      
is              | het             | topic 245      topic 347      topic 49       topic 428      
het             | altijd          | topic 289      topic 330      topic 275      topic 203      
altijd          | in              | topic 289      topic 275      topic 203      topic 428      
in              | </s>            | topic 203      topic 428      topic 245      topic 197      
<s>             | Groot-Brittannië | topic 49       topic 347      topic 245      topic 289      
Groot-Brittannië | te              | topic 289      topic 428      topic 245      topic 203      
te              | doen            | topic 289      topic 275      topic 203      topic 366      
doen            | behalve         | topic 289      topic 347      topic 275      topic 203      
behalve         | twee            | topic 347      topic 245      topic 49       topic 203      
twee            | jaar            | topic 428      topic 296      topic 164      topic 245      
jaar            | geleden         | topic 428      topic 289      topic 245      topic 203      
geleden         | </s>            | topic 428      topic 245      topic 289      topic 203      
<s>             | toen            | topic 347      topic 245      topic 49       topic 428      
toen            | werd            | topic 49       topic 347      topic 245      topic 265      
werd            | voor            | topic 428      topic 49       topic 245      topic 347      
voor            | het             | topic 428      topic 245      topic 347      topic 49       
het             | eerst           | topic 330      topic 203      topic 289      topic 275      
eerst           | een             | topic 428      topic 289      topic 203      topic 275      
een             | uitzondering    | topic 428      topic 164      topic 347      topic 245      
uitzondering    | gemaakt         | topic 289      topic 404      topic 428      topic 245      
gemaakt         | en              | topic 289      topic 404      topic 49       topic 245      
en              | had             | topic 347      topic 49       topic 289      topic 245      
had             | de              | topic 49       topic 347      topic 245      topic 265      
de              | Ryder           | topic 203      topic 428      topic 347      topic 86       
Ryder           | Cup             | topic 245      topic 49       topic 202      topic 265      
Cup             | plaats          | topic 245      topic 203      topic 265      topic 289      
plaats          | op              | topic 245      topic 265      topic 289      topic 428      
op              | de              | topic 428      topic 245      topic 203      topic 197      
de              | baan            | topic 428      topic 203      topic 245      topic 153      
baan            | van             | topic 428      topic 245      topic 289      topic 404      
van             | </s>            | topic 428      topic 245      topic 49       topic 347      
<s>             | bij             | topic 49       topic 245      topic 347      topic 265      
bij             | <UNK>           | topic 245      topic 49       topic 265      topic 347      
<UNK>           | in              | topic 245      topic 428      topic 49       topic 202      
in              | de              | topic 428      topic 245      topic 203      topic 153      
de              | achtertuin      | topic 428      topic 203      topic 153      topic 245      
achtertuin      | </s>            | topic 203      topic 289      topic 245      topic 404      
<s>             | <UNK>           | topic 245      topic 49       topic 347      topic 265      
<UNK>           | in              | topic 245      topic 49       topic 428      topic 347      
in              | het             | topic 428      topic 245      topic 203      topic 347      
het             | team            | topic 330      topic 203      topic 289      topic 245      
team            | of              | topic 289      topic 245      topic 49       topic 428      
of              | niet            | topic 49       topic 245      topic 347      topic 265      
niet            | dat             | topic 289      topic 203      topic 245      topic 404      
dat             | scheelde        | topic 49       topic 245      topic 347      topic 265      
scheelde        | een             | topic 49       topic 245      topic 289      topic 265      
een             | slok            | topic 428      topic 245      topic 347      topic 444      
slok            | op              | topic 404      topic 289      topic 187      topic 245      
op              | de              | topic 428      topic 245      topic 49       topic 347      
de              | borrel          | topic 428      topic 347      topic 245      topic 86       
borrel          | voor            | topic 404      topic 289      topic 187      topic 205      
voor            | de              | topic 49       topic 245      topic 347      topic 428      
de              | publieke        | topic 428      topic 347      topic 245      topic 86       
publieke        | belangstelling  | topic 203      topic 86       topic 2        topic 246      
belangstelling  | en              | topic 289      topic 404      topic 203      topic 49       
en              | de              | topic 347      topic 49       topic 289      topic 374      
de              | <UNK>           | topic 203      topic 86       topic 347      topic 428      
<UNK>           | </s>            | topic 428      topic 49       topic 245      topic 347      
<s>             | zeker           | topic 49       topic 347      topic 245      topic 265      
zeker           | omdat           | topic 428      topic 289      topic 49       topic 245      
omdat           | <UNK>           | topic 49       topic 347      topic 245      topic 203      
<UNK>           | zichzelf        | topic 49       topic 245      topic 347      topic 428      
zichzelf        | niet            | topic 289      topic 245      topic 428      topic 49       
niet            | met             | topic 289      topic 404      topic 203      topic 49       
met             | goed            | topic 49       topic 245      topic 347      topic 428      
goed            | fatsoen         | topic 289      topic 203      topic 245      topic 275      
fatsoen         | kon             | topic 289      topic 404      topic 187      topic 275      
kon             | selecteren      | topic 49       topic 289      topic 203      topic 245      
selecteren      | </s>            | topic 289      topic 49       topic 187      topic 242      
<s>             | het             | topic 49       topic 347      topic 245      topic 289      
het             | is              | topic 330      topic 289      topic 203      topic 374      
is              | reglementair    | topic 428      topic 49       topic 289      topic 203      
reglementair    | niet            | topic 289      topic 428      topic 203      topic 404      
niet            | verboden        | topic 289      topic 203      topic 404      topic 187      
verboden        | dat             | topic 289      topic 203      topic 347      topic 86       
dat             | de              | topic 49       topic 347      topic 203      topic 289      
de              | captain         | topic 203      topic 86       topic 428      topic 347      
captain         | mee             | topic 49       topic 347      topic 245      topic 428      
mee             | speelt          | topic 289      topic 404      topic 49       topic 187      
speelt          | maar            | topic 49       topic 347      topic 289      topic 245      
maar            | </s>            | topic 49       topic 347      topic 289      topic 245      
<s>             | <UNK>           | topic 49       topic 347      topic 289      topic 245      
<UNK>           | was             | topic 49       topic 245      topic 347      topic 289      
was             | ondertussen     | topic 49       topic 245      topic 428      topic 347      
ondertussen     | zo              | topic 428      topic 49       topic 289      topic 245      
zo              | slecht          | topic 428      topic 289      topic 404      topic 203      
slecht          | geworden        | topic 289      topic 203      topic 404      topic 49       
geworden        | dat             | topic 289      topic 49       topic 404      topic 187      
dat             | hij             | topic 49       topic 347      topic 245      topic 289      
hij             | dat             | topic 49       topic 289      topic 347      topic 245      
dat             | echt            | topic 49       topic 347      topic 289      topic 245      
echt            | niet            | topic 289      topic 49       topic 347      topic 86       
niet            | meer            | topic 289      topic 404      topic 49       topic 187      
meer            | kon             | topic 86       topic 203      topic 347      topic 49       
kon             | maken           | topic 49       topic 347      topic 289      topic 86       
maken           | </s>            | topic 49       topic 289      topic 347      topic 203      
<s>             | van             | topic 49       topic 347      topic 289      topic 245      
van             | <UNK>           | topic 49       topic 428      topic 347      topic 245      
<UNK>           | werd            | topic 49       topic 347      topic 428      topic 245      
werd            | vroeger         | topic 49       topic 245      topic 428      topic 347      
vroeger         | toen            | topic 49       topic 289      topic 245      topic 428      
toen            | hij             | topic 49       topic 347      topic 245      topic 265      
hij             | nog             | topic 49       topic 289      topic 245      topic 347      
nog             | de              | topic 428      topic 49       topic 289      topic 245      
de              | absolute        | topic 428      topic 86       topic 347      topic 203      
absolute        | nummer          | topic 428      topic 347      topic 86       topic 245      
nummer          | één           | topic 428      topic 49       topic 245      topic 60       
één           | in              | topic 428      topic 245      topic 49       topic 289      
in              | de              | topic 428      topic 49       topic 347      topic 245      
de              | wereld          | topic 428      topic 86       topic 203      topic 347      
wereld          | was             | topic 428      topic 289      topic 49       topic 245      
was             | al              | topic 49       topic 347      topic 245      topic 428      
al              | gezegd          | topic 428      topic 49       topic 289      topic 245      
gezegd          | dat             | topic 49       topic 289      topic 404      topic 187      
dat             | hij             | topic 49       topic 347      topic 245      topic 289      
hij             | de              | topic 49       topic 289      topic 347      topic 245      
de              | enige           | topic 428      topic 86       topic 203      topic 347      
enige           | speler          | topic 428      topic 245      topic 203      topic 86       
speler          | was             | topic 49       topic 289      topic 245      topic 404      
was             | die             | topic 49       topic 347      topic 245      topic 265      
die             | zijn            | topic 49       topic 347      topic 245      topic 86       
zijn            | tweede          | topic 86       topic 49       topic 245      topic 347      
tweede          | shot            | topic 245      topic 203      topic 86       topic 2        
shot            | van             | topic 49       topic 245      topic 289      topic 404      
van             | boven           | topic 49       topic 347      topic 245      topic 428      
boven           | in              | topic 428      topic 49       topic 347      topic 245      
in              | een             | topic 428      topic 49       topic 203      topic 347      
een             | boom            | topic 428      topic 347      topic 245      topic 49       
boom            | nam             | topic 49       topic 289      topic 404      topic 245      
nam             | zonder          | topic 49       topic 347      topic 245      topic 202      
zonder          | erbij           | topic 49       topic 347      topic 245      topic 428      
erbij           | stil            | topic 49       topic 289      topic 404      topic 187      
stil            | te              | topic 49       topic 289      topic 404      topic 347      
te              | staan           | topic 289      topic 275      topic 404      topic 205      
staan           | dat             | topic 49       topic 289      topic 404      topic 347      
dat             | dit             | topic 49       topic 347      topic 289      topic 245      
dit             | niet            | topic 289      topic 347      topic 49       topic 330      
niet            | tot             | topic 289      topic 404      topic 49       topic 187      
tot             | de              | topic 49       topic 428      topic 347      topic 245      
de              | gangbare        | topic 428      topic 347      topic 203      topic 86       
gangbare        | praktijken      | topic 347      topic 86       topic 49       topic 245      
praktijken      | van             | topic 404      topic 289      topic 49       topic 187      
van             | het             | topic 49       topic 347      topic 245      topic 203      
het             | spel            | topic 330      topic 289      topic 203      topic 347      
spel            | behoorde        | topic 289      topic 404      topic 49       topic 187      
behoorde        | </s>            | topic 49       topic 347      topic 289      topic 245      
<s>             | <UNK>           | topic 49       topic 347      topic 289      topic 245      
<UNK>           | bleef           | topic 49       topic 347      topic 245      topic 289      
bleef           | aan             | topic 49       topic 347      topic 245      topic 289      
aan             | de              | topic 49       topic 347      topic 245      topic 428      
de              | kant            | topic 428      topic 347      topic 49       topic 86       
kant            | <UNK>           | topic 404      topic 289      topic 49       topic 428      
<UNK>           | kreeg           | topic 49       topic 347      topic 289      topic 245      
kreeg           | geen            | topic 49       topic 347      topic 245      topic 289      
geen            | wildcard        | topic 428      topic 347      topic 49       topic 245      
wildcard        | maar            | topic 289      topic 49       topic 404      topic 245      
maar            | werd            | topic 49       topic 347      topic 245      topic 265      
werd            | in              | topic 49       topic 245      topic 347      topic 289      
in              | extremis        | topic 428      topic 49       topic 203      topic 347      
extremis        | opgevist        | topic 428      topic 49       topic 245      topic 289      
opgevist        | toen            | topic 49       topic 289      topic 245      topic 404      
toen            | <UNK>           | topic 49       topic 347      topic 245      topic 265      
<UNK>           | Martin          | topic 49       topic 245      topic 347      topic 428      
Martin          | met             | topic 49       topic 245      topic 347      topic 428      
met             | een             | topic 49       topic 428      topic 347      topic 245      
een             | <UNK>           | topic 428      topic 49       topic 245      topic 347      
<UNK>           | forfait         | topic 49       topic 428      topic 347      topic 245      
forfait         | moest           | topic 289      topic 245      topic 49       topic 404      
moest           | geven           | topic 49       topic 347      topic 245      topic 265      
geven           | </s>            | topic 49       topic 347      topic 245      topic 289      
<s>             | moest           | topic 49       topic 347      topic 245      topic 289      
moest           | geven           | topic 49       topic 347      topic 245      topic 265      
geven           | was             | topic 49       topic 347      topic 289      topic 245      
was             | in              | topic 49       topic 347      topic 245      topic 289      
in              | dit             | topic 428      topic 49       topic 347      topic 245      
dit             | geval           | topic 428      topic 289      topic 347      topic 330      
geval           | letterlijk      | topic 49       topic 289      topic 428      topic 245      
letterlijk      | te              | topic 49       topic 347      topic 289      topic 245      
te              | nemen           | topic 289      topic 404      topic 275      topic 205      
nemen           | want            | topic 49       topic 289      topic 347      topic 404      
want            | </s>            | topic 49       topic 347      topic 245      topic 289      
<s>             | Martin          | topic 49       topic 347      topic 289      topic 245      
Martin          | wou             | topic 49       topic 245      topic 347      topic 202      
wou             | spelen          | topic 49       topic 347      topic 245      topic 428      
spelen          | weigerde        | topic 49       topic 347      topic 245      topic 428      
weigerde        | om              | topic 49       topic 347      topic 245      topic 265      
om              | op              | topic 49       topic 428      topic 347      topic 245      
op              | bevel           | topic 428      topic 49       topic 347      topic 245      
bevel           | van             | topic 49       topic 428      topic 289      topic 404      
van             | <UNK>           | topic 49       topic 347      topic 428      topic 245      
<UNK>           | zijn            | topic 49       topic 347      topic 428      topic 245      
zijn            | <UNK>           | topic 49       topic 428      topic 347      topic 245      
<UNK>           | te              | topic 49       topic 245      topic 347      topic 428      
te              | bewijzen        | topic 289      topic 275      topic 404      topic 351      
bewijzen        | in              | topic 49       topic 289      topic 404      topic 347      
in              | een             | topic 49       topic 428      topic 347      topic 203      
een             | extra           | topic 428      topic 347      topic 2        topic 245      
extra           | rondje          | topic 86       topic 347      topic 203      topic 2        
rondje          | werd            | topic 49       topic 347      topic 86       topic 203      
werd            | vervolgens      | topic 49       topic 347      topic 86       topic 245      
vervolgens      | uit             | topic 49       topic 347      topic 428      topic 86       
uit             | het             | topic 49       topic 428      topic 347      topic 203      
het             | team            | topic 289      topic 330      topic 347      topic 49       
team            | gegooid         | topic 49       topic 289      topic 404      topic 347      
gegooid         | en              | topic 49       topic 404      topic 289      topic 347      
en              | spande          | topic 49       topic 347      topic 404      topic 289      
spande          | tevergeefs      | topic 49       topic 347      topic 245      topic 289      
tevergeefs      | een             | topic 49       topic 347      topic 404      topic 289      
een             | proces          | topic 428      topic 49       topic 347      topic 351      
proces          | in              | topic 404      topic 49       topic 289      topic 86       
in              | </s>            | topic 49       topic 428      topic 347      topic 86       
<s>             | na              | topic 49       topic 347      topic 245      topic 86       
na              | deze            | topic 428      topic 49       topic 347      topic 245      
deze            | <UNK>           | topic 428      topic 86       topic 347      topic 49       
<UNK>           | won             | topic 49       topic 428      topic 347      topic 245      
won             | Europa          | topic 49       topic 347      topic 245      topic 202      
Europa          | tot             | topic 428      topic 49       topic 347      topic 245      
tot             | ieders          | topic 428      topic 49       topic 245      topic 347      
ieders          | verrassing      | topic 428      topic 245      topic 86       topic 347      
verrassing      | de              | topic 49       topic 289      topic 404      topic 245      
de              | Cup             | topic 86       topic 428      topic 347      topic 49       
Cup             | </s>            | topic 245      topic 289      topic 203      topic 60       
<s>             | het             | topic 49       topic 245      topic 265      topic 347      
het             | beslissende     | topic 330      topic 289      topic 203      topic 245      
beslissende     | punt            | topic 245      topic 203      topic 153      topic 428      
punt            | in              | topic 428      topic 49       topic 245      topic 289      
in              | <UNK>           | topic 428      topic 49       topic 245      topic 347      
<UNK>           | kwam            | topic 49       topic 428      topic 245      topic 289      
kwam            | uitgerekend     | topic 49       topic 245      topic 347      topic 289      
uitgerekend     | van             | topic 49       topic 245      topic 347      topic 366      
van             | de              | topic 49       topic 428      topic 347      topic 245      
de              | Duitser         | topic 428      topic 347      topic 86       topic 245      
Duitser         | Bernard         | topic 49       topic 245      topic 202      topic 347      
Bernard         | </s>            | topic 49       topic 202      topic 245      topic 347      
<s>             | langer          | topic 49       topic 245      topic 428      topic 347      
langer          | de              | topic 49       topic 245      topic 347      topic 289      
de              | man             | topic 428      topic 86       topic 347      topic 245      
man             | die             | topic 49       topic 245      topic 428      topic 366      
die             | in              | topic 49       topic 245      topic 347      topic 86       
in              | negentien       | topic 428      topic 49       topic 203      topic 245      
negentien       | honderd         | topic 428      topic 296      topic 164      topic 366      
honderd         | één-en        | topic 428      topic 164      topic 296      topic 145      
één-en        | negentig        | topic 428      topic 164      topic 296      topic 481      
negentig        | met             | topic 296      topic 164      topic 428      topic 60       
met             | een             | topic 428      topic 49       topic 245      topic 347      
een             | onwaarschijnlijke | topic 428      topic 164      topic 245      topic 347      
onwaarschijnlijke | misser          | topic 428      topic 347      topic 245      topic 49       
misser          | op              | topic 49       topic 245      topic 289      topic 404      
op              | de              | topic 428      topic 49       topic 347      topic 245      
de              | laatste         | topic 428      topic 347      topic 49       topic 86       
laatste         | hole            | topic 428      topic 245      topic 153      topic 203      
hole            | voor            | topic 49       topic 245      topic 289      topic 428      
voor            | Europees        | topic 49       topic 347      topic 245      topic 428      
Europees        | verlies         | topic 330      topic 275      topic 289      topic 347      
verlies         | had             | topic 49       topic 428      topic 289      topic 245      
had             | gezorgd         | topic 49       topic 347      topic 245      topic 265      
gezorgd         | </s>            | topic 49       topic 289      topic 347      topic 404      
<s>             | toen            | topic 49       topic 347      topic 245      topic 289      
toen            | <UNK>           | topic 49       topic 347      topic 245      topic 265      
<UNK>           | die             | topic 49       topic 245      topic 347      topic 428      
die             | avond           | topic 49       topic 428      topic 347      topic 245      
avond           | op              | topic 428      topic 49       topic 245      topic 289      
op              | het             | topic 428      topic 49       topic 245      topic 347      
het             | <UNK>           | topic 330      topic 289      topic 428      topic 49       
<UNK>           | door            | topic 49       topic 289      topic 347      topic 428      
door            | tranen          | topic 49       topic 347      topic 245      topic 428      
tranen          | overmand        | topic 49       topic 404      topic 289      topic 245      
overmand        | op              | topic 49       topic 404      topic 289      topic 347      
op              | een             | topic 49       topic 428      topic 347      topic 245      
een             | tafel           | topic 428      topic 49       topic 347      topic 145      
tafel           | klom            | topic 404      topic 289      topic 49       topic 187      
klom            | om              | topic 49       topic 428      topic 245      topic 347      
om              | een             | topic 428      topic 49       topic 245      topic 347      
een             | woordje         | topic 428      topic 347      topic 49       topic 245      
woordje         | van             | topic 49       topic 347      topic 245      topic 86       
van             | dank            | topic 428      topic 49       topic 347      topic 245      
dank            | te              | topic 49       topic 347      topic 289      topic 428      
te              | spreken         | topic 275      topic 289      topic 404      topic 49       
spreken         | voor            | topic 49       topic 404      topic 289      topic 347      
voor            | de              | topic 49       topic 347      topic 245      topic 86       
de              | blijken         | topic 347      topic 428      topic 86       topic 49       
blijken         | van             | topic 49       topic 428      topic 347      topic 289      
van             | medeleven       | topic 49       topic 347      topic 428      topic 245      
medeleven       | braken          | topic 49       topic 289      topic 347      topic 404      
braken          | drie            | topic 49       topic 347      topic 245      topic 86       
drie            | poten           | topic 428      topic 296      topic 164      topic 49       
poten           | doormidden      | topic 428      topic 49       topic 404      topic 86       
doormidden      | en              | topic 49       topic 404      topic 347      topic 289      
en              | stortte         | topic 49       topic 347      topic 404      topic 289      
stortte         | <UNK>           | topic 49       topic 347      topic 428      topic 245      
<UNK>           | voor            | topic 49       topic 347      topic 428      topic 245      
voor            | de              | topic 49       topic 347      topic 428      topic 245      
de              | tweede          | topic 428      topic 347      topic 49       topic 86       
tweede          | keer            | topic 428      topic 245      topic 347      topic 2        
keer            | in              | topic 49       topic 428      topic 347      topic 245      
in              | enkele          | topic 49       topic 428      topic 347      topic 245      
enkele          | uren            | topic 428      topic 86       topic 347      topic 49       
uren            | tijd            | topic 428      topic 404      topic 289      topic 49       
tijd            | tegen           | topic 49       topic 404      topic 289      topic 347      
tegen           | de              | topic 49       topic 347      topic 245      topic 86       
de              | grond           | topic 347      topic 428      topic 86       topic 49       
grond           | </s>            | topic 428      topic 49       topic 404      topic 289      
<s>             | een             | topic 49       topic 347      topic 245      topic 289      
een             | week            | topic 347      topic 428      topic 49       topic 2        
week            | later           | topic 428      topic 49       topic 347      topic 366      
later           | won             | topic 49       topic 428      topic 347      topic 289      
won             | hij             | topic 49       topic 347      topic 245      topic 366      
hij             | de              | topic 49       topic 428      topic 347      topic 245      
de              | German          | topic 428      topic 347      topic 86       topic 49       
German          | Open            | topic 49       topic 245      topic 428      topic 347      
Open            | in              | topic 49       topic 245      topic 347      topic 428      
in              | Stuttgart       | topic 428      topic 49       topic 347      topic 245      
Stuttgart       | </s>            | topic 428      topic 245      topic 289      topic 49       
<s>             | zoiets          | topic 49       topic 245      topic 347      topic 428      
zoiets          | kan             | topic 49       topic 289      topic 245      topic 404      
kan             | alleen          | topic 49       topic 245      topic 347      topic 289      
alleen          | een             | topic 49       topic 289      topic 245      topic 347      
een             | Duitser         | topic 428      topic 49       topic 245      topic 347      
Duitser         | </s>            | topic 49       topic 245      topic 347      topic 366      
<s>             | na              | topic 49       topic 347      topic 245      topic 428      
na              | de              | topic 428      topic 49       topic 245      topic 347      
de              | winst           | topic 428      topic 245      topic 49       topic 347      
winst           | in              | topic 428      topic 289      topic 49       topic 245      
in              | <UNK>           | topic 428      topic 49       topic 245      topic 347      
<UNK>           | liet            | topic 428      topic 49       topic 245      topic 347      
liet            | <UNK>           | topic 49       topic 347      topic 245      topic 202      
<UNK>           | aan             | topic 49       topic 428      topic 245      topic 347      
aan             | iedereen        | topic 428      topic 49       topic 347      topic 245      
iedereen        | weten           | topic 49       topic 428      topic 347      topic 289      
weten           | dat             | topic 49       topic 289      topic 347      topic 404      
dat             | hij             | topic 49       topic 347      topic 245      topic 289      
hij             | </s>            | topic 49       topic 347      topic 289      topic 245      
