<s>             | dit             | topic 56       topic 37       topic 34       topic 60       
een             | ander           | topic 56       topic 61       topic 37       topic 48       
ander           | <UNK>           | topic 56       topic 61       topic 48       topic 37       
<UNK>           | kon             | topic 63       topic 56       topic 37       topic 34       
kon             | klagen          | topic 63       topic 37       topic 56       topic 61       
klagen          | dan             | topic 63       topic 37       topic 56       topic 61       
dan             | over            | topic 56       topic 37       topic 34       topic 63       
over            | zijn            | topic 37       topic 34       topic 63       topic 56       
zijn            | voet            | topic 63       topic 56       topic 61       topic 48       
voet            | waarmee         | topic 63       topic 56       topic 2        topic 37       
waarmee         | hij             | topic 37       topic 56       topic 34       topic 61       
hij             | jaren           | topic 56       topic 37       topic 63       topic 34       
jaren           | op              | topic 56       topic 61       topic 26       topic 2        
op              | de              | topic 37       topic 34       topic 56       topic 63       
de              | sukkel          | topic 56       topic 61       topic 48       topic 28       
sukkel          | was             | topic 63       topic 34       topic 56       topic 37       
was             | </s>            | topic 63       topic 34       topic 56       topic 37       
<s>             | <UNK>           | topic 56       topic 37       topic 34       topic 60       
<UNK>           | heeft           | topic 37       topic 63       topic 56       topic 48       
heeft           | trouwens        | topic 34       topic 56       topic 37       topic 61       
trouwens        | minder          | topic 56       topic 34       topic 26       topic 33       
minder          | redenen         | topic 63       topic 56       topic 48       topic 61       
redenen         | tot             | topic 63       topic 34       topic 10       topic 56       
tot             | klagen          | topic 34       topic 56       topic 37       topic 48       
klagen          | dan             | topic 63       topic 37       topic 56       topic 61       
dan             | de              | topic 56       topic 34       topic 37       topic 63       
de              | meesten         | topic 56       topic 48       topic 61       topic 28       
meesten         | van             | topic 34       topic 63       topic 56       topic 37       
van             | ons             | topic 37       topic 34       topic 56       topic 61       
ons             | want            | topic 56       topic 37       topic 63       topic 48       
want            | hij             | topic 56       topic 37       topic 34       topic 60       
hij             | won             | topic 37       topic 56       topic 48       topic 34       
won             | in              | topic 56       topic 34       topic 37       topic 63       
in              | de              | topic 37       topic 34       topic 56       topic 28       
de              | lente           | topic 56       topic 61       topic 48       topic 28       
lente           | van             | topic 34       topic 63       topic 56       topic 37       
van             | dit             | topic 37       topic 34       topic 56       topic 48       
dit             | jaar            | topic 48       topic 37       topic 56       topic 63       
jaar            | de              | topic 63       topic 56       topic 34       topic 60       
de              | Masters         | topic 56       topic 48       topic 61       topic 28       
Masters         | op              | topic 63       topic 56       topic 60       topic 34       
op              | <UNK>           | topic 37       topic 34       topic 63       topic 56       
<UNK>           | </s>            | topic 63       topic 34       topic 2        topic 56       
<s>             | wat             | topic 37       topic 56       topic 34       topic 60       
wat             | John            | topic 37       topic 56       topic 61       topic 34       
John            | </s>            | topic 37       topic 56       topic 34       topic 48       
<s>             | <UNK>           | topic 37       topic 56       topic 34       topic 60       
<UNK>           | op              | topic 37       topic 63       topic 56       topic 48       
op              | dat             | topic 37       topic 34       topic 56       topic 63       
dat             | moment          | topic 37       topic 34       topic 56       topic 48       
moment          | onbewust        | topic 56       topic 37       topic 63       topic 34       
onbewust        | van             | topic 56       topic 63       topic 37       topic 34       
van             | het             | topic 37       topic 34       topic 56       topic 48       
het             | bestaan         | topic 56       topic 37       topic 48       topic 61       
bestaan         | van             | topic 34       topic 63       topic 37       topic 56       
van             | het             | topic 37       topic 34       topic 56       topic 61       
het             | woord           | topic 56       topic 37       topic 48       topic 61       
woord           | <UNK>           | topic 63       topic 37       topic 56       topic 48       
<UNK>           | deed            | topic 63       topic 37       topic 56       topic 34       
deed            | opmerken        | topic 63       topic 34       topic 37       topic 56       
opmerken        | </s>            | topic 63       topic 34       topic 2        topic 37       
<s>             | mocht           | topic 37       topic 56       topic 34       topic 60       
mocht           | ik              | topic 37       topic 56       topic 61       topic 48       
ik              | de              | topic 48       topic 34       topic 56       topic 26       
de              | Masters         | topic 56       topic 48       topic 61       topic 63       
Masters         | gewonnen        | topic 56       topic 26       topic 60       topic 63       
gewonnen        | hebben          | topic 63       topic 34       topic 56       topic 60       
hebben          | ik              | topic 63       topic 34       topic 37       topic 56       
ik              | sloeg           | topic 48       topic 63       topic 34       topic 56       
sloeg           | de              | topic 63       topic 56       topic 34       topic 26       
de              | rest            | topic 56       topic 48       topic 61       topic 63       
rest            | van             | topic 34       topic 63       topic 37       topic 56       
van             | het             | topic 37       topic 34       topic 56       topic 63       
het             | jaar            | topic 56       topic 48       topic 37       topic 61       
jaar            | op              | topic 63       topic 56       topic 34       topic 60       
op              | geen            | topic 34       topic 37       topic 63       topic 56       
geen            | enkele          | topic 56       topic 48       topic 61       topic 37       
enkele          | muur            | topic 63       topic 48       topic 56       topic 61       
muur            | </s>            | topic 63       topic 56       topic 34       topic 37       
<s>             | het             | topic 56       topic 37       topic 34       topic 46       
het             | slaan           | topic 37       topic 48       topic 56       topic 49       
slaan           | op              | topic 37       topic 34       topic 56       topic 63       
op              | muren           | topic 37       topic 34       topic 56       topic 63       
muren           | zou             | topic 63       topic 2        topic 34       topic 37       
zou             | moeten          | topic 37       topic 56       topic 34       topic 61       
moeten          | worden          | topic 37       topic 34       topic 61       topic 56       
worden          | voorbehouden    | topic 63       topic 56       topic 61       topic 37       
voorbehouden    | aan             | topic 63       topic 34       topic 37       topic 56       
aan             | mensen          | topic 37       topic 34       topic 63       topic 56       
mensen          | die             | topic 63       topic 37       topic 56       topic 2        
die             | de              | topic 56       topic 37       topic 34       topic 63       
de              | Masters         | topic 56       topic 61       topic 48       topic 37       
Masters         | nog             | topic 56       topic 63       topic 60       topic 61       
nog             | niet            | topic 56       topic 26       topic 61       topic 60       
niet            | gewonnen        | topic 61       topic 56       topic 63       topic 28       
gewonnen        | hebben          | topic 63       topic 37       topic 34       topic 56       
hebben          | </s>            | topic 63       topic 34       topic 37       topic 56       
<s>             | <UNK>           | topic 56       topic 37       topic 34       topic 46       
<UNK>           | wist            | topic 37       topic 63       topic 48       topic 56       
wist            | waarover        | topic 56       topic 46       topic 37       topic 61       
waarover        | hij             | topic 37       topic 34       topic 56       topic 46       
hij             | sprak           | topic 56       topic 34       topic 37       topic 63       
sprak           | want            | topic 63       topic 37       topic 34       topic 56       
want            | hij             | topic 37       topic 56       topic 34       topic 46       
hij             | vernielde       | topic 37       topic 56       topic 48       topic 34       
vernielde       | in              | topic 56       topic 37       topic 61       topic 48       
in              | buien           | topic 37       topic 34       topic 56       topic 28       
buien           | van             | topic 63       topic 37       topic 56       topic 48       
van             | dronken         | topic 37       topic 34       topic 56       topic 48       
dronken         | woede           | topic 63       topic 2        topic 48       topic 56       
woede           | al              | topic 63       topic 2        topic 37       topic 56       
al              | twee            | topic 63       topic 56       topic 37       topic 34       
twee            | keer            | topic 48       topic 37       topic 56       topic 61       
keer            | zijn            | topic 56       topic 63       topic 34       topic 60       
zijn            | eigen           | topic 63       topic 56       topic 37       topic 61       
eigen           | huis            | topic 48       topic 61       topic 37       topic 56       
huis            | een             | topic 63       topic 2        topic 56       topic 60       
een             | keer            | topic 56       topic 61       topic 37       topic 48       
keer            | dat             | topic 56       topic 37       topic 34       topic 63       
dat             | van             | topic 37       topic 34       topic 56       topic 48       
van             | een             | topic 37       topic 34       topic 56       topic 48       
een             | buur            | topic 56       topic 61       topic 37       topic 48       
buur            | en              | topic 37       topic 56       topic 63       topic 34       
en              | tussendoor      | topic 56       topic 37       topic 34       topic 61       
tussendoor      | ook             | topic 63       topic 37       topic 56       topic 61       
ook             | een             | topic 56       topic 37       topic 34       topic 63       
een             | auto            | topic 56       topic 61       topic 48       topic 37       
auto            | of              | topic 63       topic 56       topic 37       topic 34       
of              | vijf            | topic 37       topic 56       topic 34       topic 61       
vijf            | </s>            | topic 48       topic 63       topic 56       topic 61       
<s>             | de              | topic 37       topic 56       topic 34       topic 60       
de              | Masters         | topic 56       topic 48       topic 61       topic 37       
Masters         | van             | topic 56       topic 63       topic 37       topic 60       
van             | dit             | topic 37       topic 34       topic 56       topic 48       
dit             | jaar            | topic 37       topic 48       topic 49       topic 56       
jaar            | betekenden      | topic 56       topic 37       topic 63       topic 34       
betekenden      | voor            | topic 37       topic 56       topic 34       topic 63       
voor            | <UNK>           | topic 37       topic 34       topic 56       topic 61       
<UNK>           | de              | topic 63       topic 37       topic 34       topic 2        
de              | definitieve     | topic 56       topic 48       topic 61       topic 37       
definitieve     | terugkeer       | topic 48       topic 56       topic 61       topic 37       
terugkeer       | aan             | topic 34       topic 63       topic 60       topic 37       
aan             | de              | topic 37       topic 34       topic 56       topic 63       
de              | top             | topic 56       topic 61       topic 48       topic 37       
top             | </s>            | topic 34       topic 63       topic 60       topic 37       
<s>             | de              | topic 37       topic 56       topic 34       topic 60       
de              | Spanjaard       | topic 56       topic 61       topic 48       topic 37       
Spanjaard       | ook             | topic 37       topic 56       topic 48       topic 34       
ook             | al              | topic 56       topic 34       topic 37       topic 60       
al              | winnaar         | topic 56       topic 37       topic 34       topic 48       
winnaar         | van             | topic 34       topic 37       topic 56       topic 63       
van             | het             | topic 37       topic 34       topic 56       topic 48       
het             | befaamde        | topic 56       topic 37       topic 48       topic 61       
befaamde        | groene          | topic 37       topic 56       topic 48       topic 61       
groene          | jasje           | topic 56       topic 37       topic 61       topic 48       
jasje           | in              | topic 63       topic 34       topic 56       topic 37       
in              | negentien       | topic 37       topic 34       topic 56       topic 28       
negentien       | honderd         | topic 48       topic 53       topic 61       topic 1        
honderd         | vier-en         | topic 48       topic 59       topic 55       topic 50       
vier-en         | negentig        | topic 2        topic 23       topic 13       topic 56       
negentig        | komma           | topic 63       topic 56       topic 2        topic 37       
komma           | heeft           | topic 56       topic 48       topic 34       topic 37       
heeft           | jaren           | topic 56       topic 34       topic 37       topic 63       
jaren           | van             | topic 56       topic 61       topic 2        topic 60       
van             | <UNK>           | topic 37       topic 56       topic 34       topic 48       
<UNK>           | achter          | topic 63       topic 56       topic 2        topic 37       
achter          | de              | topic 37       topic 34       topic 63       topic 56       
de              | rug             | topic 56       topic 61       topic 48       topic 37       
rug             | </s>            | topic 63       topic 34       topic 37       topic 2        
<s>             | oorzaak         | topic 37       topic 56       topic 34       topic 60       
oorzaak         | van             | topic 37       topic 34       topic 63       topic 56       
van             | dat             | topic 37       topic 34       topic 56       topic 48       
dat             | alles           | topic 37       topic 34       topic 56       topic 48       
alles           | </s>            | topic 56       topic 37       topic 61       topic 10       
<s>             | zijn            | topic 56       topic 37       topic 34       topic 60       
zijn            | tenen           | topic 56       topic 37       topic 48       topic 63       
tenen           | </s>            | topic 63       topic 34       topic 56       topic 37       
<s>             | men             | topic 56       topic 37       topic 34       topic 60       
men             | kan             | topic 37       topic 56       topic 48       topic 63       
kan             | het             | topic 56       topic 34       topic 37       topic 61       
het             | vanuit          | topic 56       topic 48       topic 37       topic 61       
vanuit          | twee            | topic 34       topic 37       topic 56       topic 48       
twee            | <UNK>           | topic 48       topic 37       topic 61       topic 56       
<UNK>           | bekijken        | topic 63       topic 2        topic 34       topic 56       
bekijken        | </s>            | topic 63       topic 2        topic 37       topic 34       
<s>             | een             | topic 56       topic 37       topic 34       topic 60       
een             | van             | topic 56       topic 37       topic 61       topic 48       
van             | de              | topic 37       topic 34       topic 56       topic 48       
de              | tenen           | topic 56       topic 61       topic 48       topic 37       
tenen           | van             | topic 34       topic 63       topic 37       topic 56       
van             | zijn            | topic 37       topic 34       topic 56       topic 48       
zijn            | rechtervoet     | topic 56       topic 37       topic 48       topic 63       
rechtervoet     | was             | topic 63       topic 37       topic 56       topic 34       
was             | te              | topic 34       topic 56       topic 37       topic 63       
te              | lang            | topic 61       topic 56       topic 48       topic 31       
lang            | of              | topic 63       topic 56       topic 37       topic 60       
of              | vier            | topic 56       topic 37       topic 34       topic 61       
vier            | van             | topic 48       topic 56       topic 63       topic 37       
van             | de              | topic 37       topic 34       topic 56       topic 48       
de              | tenen           | topic 56       topic 61       topic 48       topic 37       
tenen           | van             | topic 63       topic 34       topic 56       topic 37       
van             | zijn            | topic 37       topic 34       topic 56       topic 48       
zijn            | rechtervoet     | topic 63       topic 56       topic 61       topic 48       
rechtervoet     | waren           | topic 63       topic 2        topic 56       topic 37       
waren           | te              | topic 63       topic 34       topic 56       topic 37       
te              | kort            | topic 61       topic 56       topic 48       topic 31       
kort            | </s>            | topic 63       topic 2        topic 56       topic 60       
<s>             | dit             | topic 56       topic 37       topic 34       topic 60       
dit             | lijkt           | topic 37       topic 48       topic 49       topic 56       
lijkt           | hetzelfde       | topic 34       topic 56       topic 37       topic 61       
hetzelfde       | maar            | topic 56       topic 48       topic 37       topic 63       
maar            | is              | topic 56       topic 34       topic 37       topic 33       
is              | het             | topic 34       topic 56       topic 63       topic 37       
het             | niet            | topic 56       topic 48       topic 37       topic 61       
niet            | </s>            | topic 56       topic 61       topic 63       topic 10       
<s>             | in              | topic 56       topic 37       topic 34       topic 46       
in              | de              | topic 37       topic 34       topic 56       topic 28       
de              | eerste          | topic 56       topic 61       topic 48       topic 37       
eerste          | optiek          | topic 56       topic 61       topic 48       topic 37       
optiek          | opereert        | topic 37       topic 34       topic 56       topic 63       
opereert        | men             | topic 37       topic 56       topic 34       topic 63       
men             | één           | topic 56       topic 34       topic 37       topic 60       
één           | teen            | topic 56       topic 48       topic 37       topic 61       
teen            | door            | topic 56       topic 63       topic 37       topic 34       
door            | er              | topic 37       topic 34       topic 56       topic 63       
er              | een             | topic 56       topic 37       topic 34       topic 48       
een             | stuk            | topic 56       topic 61       topic 48       topic 37       
stuk            | af              | topic 34       topic 56       topic 37       topic 63       
af              | te              | topic 63       topic 2        topic 56       topic 37       
te              | zagen           | topic 61       topic 56       topic 31       topic 53       
zagen           | </s>            | topic 63       topic 2        topic 56       topic 34       
<s>             | in              | topic 56       topic 37       topic 34       topic 60       
in              | de              | topic 37       topic 34       topic 56       topic 28       
de              | tweede          | topic 56       topic 61       topic 48       topic 28       
tweede          | optiek          | topic 56       topic 61       topic 37       topic 48       
optiek          | opereert        | topic 37       topic 34       topic 56       topic 63       
opereert        | men             | topic 37       topic 56       topic 34       topic 63       
men             | vier            | topic 56       topic 34       topic 37       topic 60       
vier            | tenen           | topic 48       topic 56       topic 37       topic 61       
tenen           | door            | topic 56       topic 63       topic 34       topic 60       
door            | er              | topic 37       topic 34       topic 56       topic 63       
er              | een             | topic 56       topic 37       topic 34       topic 48       
een             | stuk            | topic 56       topic 61       topic 48       topic 37       
stuk            | bij             | topic 34       topic 56       topic 37       topic 61       
bij             | te              | topic 37       topic 34       topic 56       topic 63       
te              | kleven          | topic 61       topic 56       topic 31       topic 48       
kleven          | </s>            | topic 63       topic 2        topic 56       topic 37       
<s>             | als             | topic 56       topic 37       topic 34       topic 60       
als             | het             | topic 34       topic 37       topic 56       topic 61       
het             | kan             | topic 56       topic 37       topic 48       topic 61       
kan             | voor            | topic 34       topic 56       topic 37       topic 61       
voor            | het             | topic 37       topic 34       topic 56       topic 61       
het             | ding            | topic 56       topic 37       topic 61       topic 48       
ding            | dan             | topic 37       topic 56       topic 61       topic 63       
dan             | ook             | topic 56       topic 37       topic 34       topic 61       
ook             | voor            | topic 56       topic 34       topic 37       topic 61       
voor            | tenen           | topic 37       topic 34       topic 56       topic 63       
tenen           | </s>            | topic 63       topic 37       topic 56       topic 34       
<s>             | <UNK>           | topic 56       topic 37       topic 34       topic 60       
<UNK>           | koos            | topic 37       topic 63       topic 56       topic 48       
koos            | voor            | topic 34       topic 37       topic 56       topic 63       
voor            | de              | topic 34       topic 37       topic 56       topic 61       
de              | eerste          | topic 56       topic 61       topic 48       topic 37       
eerste          | methode         | topic 56       topic 61       topic 48       topic 63       
methode         | en              | topic 63       topic 34       topic 37       topic 56       
en              | dacht           | topic 37       topic 56       topic 34       topic 61       
dacht           | dit             | topic 46       topic 63       topic 56       topic 61       
dit             | in              | topic 37       topic 63       topic 56       topic 34       
in              | het             | topic 37       topic 34       topic 56       topic 28       
het             | tussenseizoen   | topic 56       topic 48       topic 37       topic 61       
tussenseizoen   | gauw            | topic 34       topic 63       topic 56       topic 37       
gauw            | even            | topic 37       topic 56       topic 63       topic 34       
even            | te              | topic 56       topic 34       topic 61       topic 37       
te              | laten           | topic 61       topic 56       topic 31       topic 48       
laten           | <UNK>           | topic 63       topic 56       topic 61       topic 48       
<UNK>           | </s>            | topic 63       topic 34       topic 2        topic 56       
<s>             | weekje          | topic 37       topic 56       topic 34       topic 60       
weekje          | of              | topic 37       topic 63       topic 56       topic 48       
of              | drie            | topic 56       topic 37       topic 34       topic 61       
drie            | inactiviteit    | topic 48       topic 56       topic 37       topic 61       
inactiviteit    | had             | topic 63       topic 34       topic 56       topic 37       
had             | de              | topic 34       topic 56       topic 37       topic 63       
de              | chirurg         | topic 56       topic 61       topic 48       topic 37       
chirurg         | hem             | topic 34       topic 63       topic 56       topic 37       
hem             | verteld         | topic 56       topic 34       topic 63       topic 37       
verteld         | </s>            | topic 63       topic 56       topic 37       topic 34       
<s>             | het             | topic 37       topic 56       topic 34       topic 60       
het             | optimisme       | topic 37       topic 48       topic 56       topic 61       
optimisme       | van             | topic 37       topic 34       topic 56       topic 63       
van             | de              | topic 37       topic 34       topic 56       topic 48       
de              | chirurg         | topic 56       topic 61       topic 48       topic 37       
chirurg         | wordt           | topic 34       topic 63       topic 37       topic 56       
wordt           | veeleer         | topic 34       topic 56       topic 37       topic 63       
veeleer         | bepaald         | topic 34       topic 56       topic 37       topic 61       
bepaald         | door            | topic 34       topic 56       topic 63       topic 37       
door            | de              | topic 37       topic 34       topic 56       topic 63       
de              | stand           | topic 56       topic 61       topic 48       topic 37       
stand           | van             | topic 34       topic 63       topic 60       topic 56       
van             | zijn            | topic 37       topic 34       topic 56       topic 61       
zijn            | bankrekening    | topic 63       topic 56       topic 61       topic 37       
bankrekening    | dan             | topic 63       topic 2        topic 56       topic 60       
dan             | door            | topic 56       topic 37       topic 34       topic 48       
door            | wetenschappelijk | topic 37       topic 34       topic 56       topic 63       
wetenschappelijk | verantwoorde    | topic 48       topic 56       topic 61       topic 63       
verantwoorde    | verwachtingen   | topic 63       topic 56       topic 48       topic 61       
verwachtingen   | </s>            | topic 63       topic 34       topic 56       topic 2        
<s>             | twee            | topic 56       topic 37       topic 34       topic 60       
twee            | jaar            | topic 48       topic 37       topic 56       topic 61       
jaar            | lang            | topic 56       topic 63       topic 34       topic 37       
lang            | kon             | topic 56       topic 37       topic 34       topic 60       
kon             | <UNK>           | topic 56       topic 37       topic 34       topic 61       
<UNK>           | nauwelijks      | topic 63       topic 56       topic 34       topic 37       
nauwelijks      | stappen         | topic 56       topic 34       topic 37       topic 61       
stappen         | </s>            | topic 63       topic 56       topic 34       topic 60       
<s>             | en              | topic 56       topic 37       topic 34       topic 60       
en              | dat             | topic 56       topic 37       topic 34       topic 61       
dat             | is              | topic 37       topic 34       topic 56       topic 48       
is              | in              | topic 34       topic 56       topic 37       topic 33       
in              | golf            | topic 37       topic 34       topic 56       topic 28       
golf            | een             | topic 34       topic 63       topic 37       topic 56       
een             | fatale          | topic 56       topic 61       topic 37       topic 48       
fatale          | handicap        | topic 56       topic 61       topic 37       topic 48       
handicap        | aangezien       | topic 63       topic 2        topic 56       topic 37       
aangezien       | één           | topic 37       topic 34       topic 56       topic 63       
één           | rondje          | topic 56       topic 37       topic 48       topic 61       
rondje          | van             | topic 56       topic 37       topic 63       topic 34       
van             | achttien        | topic 37       topic 34       topic 56       topic 48       
achttien        | holes           | topic 48       topic 56       topic 61       topic 63       
holes           | makkelijk       | topic 63       topic 56       topic 37       topic 48       
makkelijk       | zeven           | topic 63       topic 56       topic 37       topic 34       
zeven           | kilometer       | topic 48       topic 63       topic 56       topic 37       
kilometer       | bedraagt        | topic 63       topic 34       topic 56       topic 60       
bedraagt        | en              | topic 63       topic 56       topic 34       topic 37       
en              | een             | topic 56       topic 37       topic 34       topic 48       
een             | toernooi        | topic 56       topic 61       topic 48       topic 37       
toernooi        | vier            | topic 34       topic 63       topic 56       topic 60       
vier            | rondjes         | topic 48       topic 63       topic 56       topic 37       
rondjes         | van             | topic 63       topic 56       topic 48       topic 34       
van             | achttien        | topic 37       topic 34       topic 56       topic 48       
achttien        | holes           | topic 63       topic 56       topic 48       topic 61       
holes           | </s>            | topic 63       topic 56       topic 48       topic 2        
<s>             | tenzij          | topic 56       topic 37       topic 34       topic 60       
tenzij          | je              | topic 37       topic 34       topic 56       topic 63       
je              | zoals           | topic 56       topic 34       topic 37       topic 48       
zoals           | Nick            | topic 37       topic 34       topic 56       topic 61       
Nick            | <UNK>           | topic 56       topic 37       topic 48       topic 61       
<UNK>           | de              | topic 37       topic 63       topic 56       topic 34       
de              | cut             | topic 56       topic 61       topic 48       topic 37       
cut             | niet            | topic 34       topic 56       topic 37       topic 63       
niet            | meer            | topic 61       topic 56       topic 63       topic 28       
meer            | overleeft       | topic 63       topic 37       topic 56       topic 61       
overleeft       | </s>            | topic 63       topic 37       topic 56       topic 2        
<s>             | <UNK>           | topic 37       topic 56       topic 34       topic 60       
<UNK>           | kreeg           | topic 37       topic 63       topic 56       topic 48       
kreeg           | van             | topic 34       topic 37       topic 56       topic 63       
van             | de              | topic 37       topic 34       topic 56       topic 61       
de              | Royal           | topic 56       topic 61       topic 48       topic 37       
Royal           | and             | topic 56       topic 61       topic 37       topic 48       
and             | <UNK>           | topic 37       topic 56       topic 48       topic 61       
<UNK>           | de              | topic 37       topic 63       topic 34       topic 56       
de              | hoogste         | topic 56       topic 48       topic 61       topic 37       
hoogste         | <UNK>           | topic 56       topic 61       topic 23       topic 48       
<UNK>           | die             | topic 34       topic 63       topic 60       topic 37       
die             | huist           | topic 37       topic 56       topic 34       topic 60       
huist           | in              | topic 34       topic 56       topic 60       topic 37       
in              | het             | topic 37       topic 34       topic 56       topic 28       
het             | Schotse         | topic 56       topic 48       topic 37       topic 61       
Schotse         | <UNK>           | topic 48       topic 56       topic 37       topic 61       
<UNK>           | geen            | topic 63       topic 34       topic 56       topic 37       
geen            | toestemming     | topic 56       topic 61       topic 48       topic 37       
toestemming     | om              | topic 56       topic 63       topic 34       topic 37       
om              | zich            | topic 37       topic 34       topic 56       topic 63       
zich            | met             | topic 56       topic 37       topic 60       topic 34       
met             | een             | topic 37       topic 34       topic 56       topic 48       
een             | karretje        | topic 56       topic 61       topic 48       topic 37       
karretje        | door            | topic 56       topic 34       topic 37       topic 63       
door            | de              | topic 37       topic 34       topic 56       topic 63       
de              | toernooien      | topic 56       topic 61       topic 48       topic 28       
toernooien      | van             | topic 34       topic 56       topic 63       topic 37       
van             | de              | topic 37       topic 34       topic 56       topic 61       
de              | Europese        | topic 56       topic 61       topic 48       topic 28       
Europese        | <UNK>           | topic 61       topic 48       topic 56       topic 49       
<UNK>           | te              | topic 63       topic 37       topic 56       topic 34       
te              | verplaatsen     | topic 61       topic 56       topic 31       topic 53       
verplaatsen     | </s>            | topic 63       topic 2        topic 60       topic 34       
<s>             | wat             | topic 37       topic 56       topic 34       topic 60       
wat             | hij             | topic 37       topic 56       topic 61       topic 34       
hij             | wel             | topic 37       topic 56       topic 34       topic 48       
wel             | kreeg           | topic 56       topic 34       topic 37       topic 61       
kreeg           | was             | topic 37       topic 34       topic 56       topic 63       
was             | een             | topic 34       topic 56       topic 37       topic 63       
een             | aanval          | topic 56       topic 61       topic 37       topic 48       
aanval          | van             | topic 27       topic 34       topic 60       topic 63       
van             | artritis        | topic 37       topic 34       topic 56       topic 61       
artritis        | een             | topic 63       topic 2        topic 56       topic 37       
een             | aanzet          | topic 56       topic 61       topic 37       topic 48       
aanzet          | tot             | topic 63       topic 56       topic 37       topic 34       
tot             | <UNK>           | topic 34       topic 56       topic 37       topic 48       
<UNK>           | een             | topic 63       topic 2        topic 34       topic 56       
een             | depressie       | topic 56       topic 61       topic 48       topic 37       
depressie       | en              | topic 63       topic 2        topic 56       topic 37       
en              | een             | topic 56       topic 37       topic 34       topic 61       
een             | plaatsje        | topic 56       topic 61       topic 48       topic 37       
plaatsje        | in              | topic 63       topic 60       topic 56       topic 27       
in              | de              | topic 37       topic 34       topic 56       topic 28       
de              | grauwe          | topic 56       topic 61       topic 48       topic 28       
grauwe          | middenmoot      | topic 63       topic 56       topic 37       topic 2        
middenmoot      | </s>            | topic 63       topic 2        topic 34       topic 60       
<s>             | dat             | topic 37       topic 56       topic 34       topic 60       
dat             | stelde          | topic 37       topic 48       topic 56       topic 34       
stelde          | een             | topic 56       topic 37       topic 34       topic 61       
een             | extra           | topic 56       topic 61       topic 37       topic 48       
extra           | probleem        | topic 48       topic 56       topic 61       topic 37       
probleem        | voor            | topic 37       topic 63       topic 34       topic 56       
voor            | zijn            | topic 37       topic 34       topic 56       topic 63       
zijn            | landgenoot      | topic 63       topic 56       topic 61       topic 37       
landgenoot      | <UNK>           | topic 63       topic 56       topic 37       topic 48       
<UNK>           | <UNK>           | topic 63       topic 34       topic 2        topic 37       
<UNK>           | die             | topic 63       topic 2        topic 37       topic 34       
die             | twee            | topic 56       topic 37       topic 34       topic 60       
twee            | jaar            | topic 48       topic 37       topic 61       topic 56       
jaar            | geleden         | topic 56       topic 63       topic 60       topic 34       
geleden         | captain         | topic 56       topic 63       topic 37       topic 60       
captain         | was             | topic 63       topic 56       topic 37       topic 34       
was             | van             | topic 63       topic 56       topic 34       topic 37       
van             | de              | topic 37       topic 34       topic 56       topic 48       
de              | Europese        | topic 56       topic 61       topic 48       topic 37       
Europese        | ploeg           | topic 49       topic 56       topic 61       topic 48       
ploeg           | voor            | topic 63       topic 34       topic 60       topic 56       
voor            | de              | topic 37       topic 34       topic 56       topic 63       
de              | Ryder           | topic 56       topic 61       topic 48       topic 37       
Ryder           | Cup             | topic 63       topic 34       topic 2        topic 60       
Cup             | de              | topic 63       topic 2        topic 34       topic 60       
de              | tweejaarlijkse  | topic 56       topic 48       topic 61       topic 37       
tweejaarlijkse  | ontmoeting      | topic 56       topic 63       topic 37       topic 61       
ontmoeting      | tussen          | topic 63       topic 37       topic 56       topic 34       
tussen          | Amerika         | topic 37       topic 34       topic 56       topic 48       
Amerika         | en              | topic 2        topic 63       topic 56       topic 60       
en              | Europa          | topic 56       topic 37       topic 34       topic 48       
Europa          | </s>            | topic 63       topic 2        topic 34       topic 37       
<s>             | met             | topic 37       topic 56       topic 34       topic 60       
met             | voorsprong      | topic 34       topic 37       topic 56       topic 48       
voorsprong      | het             | topic 37       topic 27       topic 34       topic 56       
het             | belangrijkste   | topic 56       topic 37       topic 48       topic 61       
belangrijkste   | toernooi        | topic 56       topic 61       topic 48       topic 37       
toernooi        | in              | topic 34       topic 37       topic 56       topic 63       
in              | het             | topic 37       topic 34       topic 56       topic 28       
het             | internationale  | topic 56       topic 37       topic 48       topic 61       
internationale  | golf            | topic 56       topic 61       topic 48       topic 37       
golf            | </s>            | topic 34       topic 63       topic 37       topic 56       
<s>             | er              | topic 37       topic 56       topic 34       topic 60       
er              | wordt           | topic 37       topic 56       topic 48       topic 34       
wordt           | wisselend       | topic 34       topic 56       topic 37       topic 33       
wisselend       | gespeeld        | topic 56       topic 34       topic 60       topic 37       
gespeeld        | in              | topic 63       topic 60       topic 34       topic 27       
in              | Europa          | topic 37       topic 34       topic 56       topic 28       
Europa          | en              | topic 63       topic 2        topic 37       topic 56       
en              | Amerika         | topic 56       topic 37       topic 34       topic 61       
Amerika         | </s>            | topic 63       topic 37       topic 56       topic 34       
<s>             | in              | topic 37       topic 56       topic 34       topic 60       
in              | Europa          | topic 37       topic 34       topic 56       topic 28       
Europa          | is              | topic 37       topic 56       topic 63       topic 2        
is              | het             | topic 34       topic 56       topic 37       topic 33       
het             | altijd          | topic 56       topic 48       topic 37       topic 61       
altijd          | in              | topic 34       topic 56       topic 37       topic 26       
