<s>             | dit             | topic 428      topic 134      topic 50       topic 187      
de              | rug             | topic 428      topic 54       topic 18       topic 65       
rug             | </s>            | topic 507      topic 251      topic 84       topic 52       
<s>             | oorzaak         | topic 507      topic 242      topic 187      topic 428      
oorzaak         | van             | topic 84       topic 260      topic 391      topic 243      
van             | dat             | topic 76       topic 41       topic 220      topic 126      
dat             | alles           | topic 428      topic 126      topic 41       topic 251      
alles           | </s>            | topic 440      topic 84       topic 52       topic 243      
<s>             | zijn            | topic 507      topic 187      topic 428      topic 242      
zijn            | tenen           | topic 428      topic 231      topic 126      topic 497      
tenen           | </s>            | topic 187      topic 243      topic 303      topic 176      
<s>             | men             | topic 187      topic 507      topic 242      topic 428      
men             | kan             | topic 187      topic 242      topic 507      topic 251      
kan             | het             | topic 187      topic 242      topic 440      topic 507      
het             | vanuit          | topic 440      topic 243      topic 251      topic 187      
vanuit          | twee            | topic 303      topic 187      topic 243      topic 440      
twee            | <UNK>           | topic 164      topic 126      topic 219      topic 267      
<UNK>           | bekijken        | topic 187      topic 440      topic 507      topic 251      
bekijken        | </s>            | topic 187      topic 242      topic 440      topic 303      
<s>             | een             | topic 187      topic 242      topic 507      topic 440      
een             | van             | topic 428      topic 231      topic 18       topic 406      
van             | de              | topic 428      topic 507      topic 251      topic 242      
de              | tenen           | topic 428      topic 497      topic 54       topic 18       
tenen           | van             | topic 187      topic 176      topic 303      topic 242      
van             | zijn            | topic 507      topic 187      topic 242      topic 303      
zijn            | rechtervoet     | topic 428      topic 231      topic 18       topic 507      
rechtervoet     | was             | topic 187      topic 440      topic 251      topic 507      
was             | te              | topic 187      topic 440      topic 242      topic 428      
te              | lang            | topic 243      topic 440      topic 187      topic 205      
lang            | of              | topic 187      topic 440      topic 251      topic 205      
of              | vier            | topic 440      topic 187      topic 242      topic 243      
vier            | van             | topic 164      topic 296      topic 126      topic 267      
van             | de              | topic 428      topic 164      topic 251      topic 507      
de              | tenen           | topic 428      topic 164      topic 494      topic 231      
tenen           | van             | topic 187      topic 176      topic 303      topic 242      
van             | zijn            | topic 428      topic 187      topic 507      topic 242      
zijn            | rechtervoet     | topic 428      topic 231      topic 507      topic 251      
rechtervoet     | waren           | topic 187      topic 440      topic 404      topic 251      
waren           | te              | topic 187      topic 440      topic 242      topic 507      
te              | kort            | topic 432      topic 440      topic 243      topic 251      
kort            | </s>            | topic 205      topic 84       topic 187      topic 404      
<s>             | dit             | topic 187      topic 242      topic 507      topic 440      
dit             | lijkt           | topic 187      topic 440      topic 205      topic 404      
lijkt           | hetzelfde       | topic 187      topic 242      topic 440      topic 303      
hetzelfde       | maar            | topic 187      topic 440      topic 205      topic 242      
maar            | is              | topic 187      topic 242      topic 440      topic 176      
is              | het             | topic 187      topic 242      topic 440      topic 303      
het             | niet            | topic 440      topic 187      topic 251      topic 243      
niet            | </s>            | topic 440      topic 187      topic 205      topic 242      
<s>             | in              | topic 187      topic 242      topic 176      topic 440      
in              | de              | topic 428      topic 303      topic 306      topic 129      
de              | eerste          | topic 428      topic 86       topic 129      topic 494      
eerste          | optiek          | topic 428      topic 164      topic 2        topic 369      
optiek          | opereert        | topic 187      topic 440      topic 176      topic 303      
opereert        | men             | topic 187      topic 507      topic 242      topic 303      
men             | één           | topic 187      topic 242      topic 440      topic 428      
één           | teen            | topic 164      topic 428      topic 296      topic 267      
teen            | door            | topic 187      topic 440      topic 18       topic 267      
door            | er              | topic 187      topic 428      topic 242      topic 507      
er              | een             | topic 428      topic 187      topic 440      topic 242      
een             | stuk            | topic 428      topic 470      topic 18       topic 406      
stuk            | af              | topic 440      topic 126      topic 494      topic 164      
af              | te              | topic 187      topic 440      topic 251      topic 242      
te              | zagen           | topic 440      topic 187      topic 205      topic 251      
zagen           | </s>            | topic 187      topic 242      topic 440      topic 303      
<s>             | in              | topic 187      topic 242      topic 440      topic 507      
in              | de              | topic 428      topic 306      topic 129      topic 385      
de              | tweede          | topic 428      topic 129      topic 86       topic 509      
tweede          | optiek          | topic 167      topic 369      topic 164      topic 428      
optiek          | opereert        | topic 187      topic 440      topic 303      topic 242      
opereert        | men             | topic 187      topic 507      topic 251      topic 242      
men             | vier            | topic 428      topic 242      topic 187      topic 251      
vier            | tenen           | topic 164      topic 296      topic 428      topic 225      
tenen           | door            | topic 187      topic 303      topic 242      topic 176      
door            | er              | topic 428      topic 187      topic 242      topic 507      
er              | een             | topic 428      topic 187      topic 440      topic 242      
een             | stuk            | topic 428      topic 470      topic 18       topic 406      
stuk            | bij             | topic 126      topic 440      topic 428      topic 164      
bij             | te              | topic 428      topic 385      topic 164      topic 251      
te              | kleven          | topic 432      topic 126      topic 304      topic 243      
kleven          | </s>            | topic 84       topic 187      topic 251      topic 440      
<s>             | als             | topic 242      topic 187      topic 428      topic 507      
als             | het             | topic 242      topic 187      topic 440      topic 251      
het             | kan             | topic 440      topic 243      topic 187      topic 251      
kan             | voor            | topic 187      topic 242      topic 440      topic 303      
voor            | het             | topic 242      topic 187      topic 428      topic 440      
het             | ding            | topic 440      topic 243      topic 304      topic 251      
ding            | dan             | topic 187      topic 440      topic 242      topic 303      
dan             | ook             | topic 187      topic 242      topic 440      topic 251      
ook             | voor            | topic 242      topic 187      topic 440      topic 303      
voor            | tenen           | topic 242      topic 187      topic 440      topic 303      
tenen           | </s>            | topic 187      topic 242      topic 176      topic 303      
<s>             | <UNK>           | topic 187      topic 242      topic 176      topic 303      
<UNK>           | koos            | topic 428      topic 187      topic 242      topic 440      
koos            | voor            | topic 428      topic 18       topic 242      topic 65       
voor            | de              | topic 428      topic 423      topic 18       topic 134      
de              | eerste          | topic 428      topic 129      topic 54       topic 423      
eerste          | methode         | topic 428      topic 164      topic 349      topic 267      
methode         | en              | topic 187      topic 440      topic 242      topic 303      
en              | dacht           | topic 187      topic 242      topic 440      topic 303      
dacht           | dit             | topic 242      topic 187      topic 303      topic 176      
dit             | in              | topic 187      topic 242      topic 440      topic 251      
in              | het             | topic 428      topic 303      topic 267      topic 306      
het             | tussenseizoen   | topic 75       topic 440      topic 243      topic 225      
tussenseizoen   | gauw            | topic 187      topic 507      topic 251      topic 242      
gauw            | even            | topic 428      topic 187      topic 242      topic 164      
even            | te              | topic 428      topic 187      topic 205      topic 440      
te              | laten           | topic 205      topic 440      topic 187      topic 251      
laten           | <UNK>           | topic 187      topic 242      topic 440      topic 205      
<UNK>           | </s>            | topic 242      topic 187      topic 251      topic 507      
<s>             | weekje          | topic 242      topic 187      topic 49       topic 303      
weekje          | of              | topic 421      topic 323      topic 93       topic 406      
of              | drie            | topic 419      topic 93       topic 393      topic 106      
drie            | inactiviteit    | topic 428      topic 245      topic 444      topic 323      
inactiviteit    | had             | topic 428      topic 187      topic 369      topic 203      
had             | de              | topic 393      topic 245      topic 187      topic 323      
de              | chirurg         | topic 428      topic 490      topic 363      topic 189      
chirurg         | hem             | topic 507      topic 251      topic 428      topic 242      
hem             | verteld         | topic 187      topic 428      topic 242      topic 251      
verteld         | </s>            | topic 187      topic 242      topic 303      topic 507      
<s>             | het             | topic 393      topic 323      topic 245      topic 242      
het             | optimisme       | topic 289      topic 75       topic 187      topic 440      
optimisme       | van             | topic 187      topic 440      topic 242      topic 205      
van             | de              | topic 134      topic 393      topic 490      topic 136      
de              | chirurg         | topic 428      topic 490      topic 363      topic 246      
chirurg         | wordt           | topic 507      topic 187      topic 242      topic 251      
wordt           | veeleer         | topic 187      topic 242      topic 507      topic 251      
veeleer         | bepaald         | topic 488      topic 18       topic 267      topic 423      
bepaald         | door            | topic 382      topic 187      topic 440      topic 205      
door            | de              | topic 323      topic 393      topic 136      topic 490      
de              | stand           | topic 428      topic 490      topic 363      topic 86       
stand           | van             | topic 187      topic 1        topic 440      topic 382      
van             | zijn            | topic 428      topic 393      topic 323      topic 134      
zijn            | bankrekening    | topic 428      topic 490      topic 245      topic 86       
bankrekening    | dan             | topic 428      topic 187      topic 242      topic 251      
dan             | door            | topic 428      topic 187      topic 164      topic 242      
door            | wetenschappelijk | topic 393      topic 136      topic 490      topic 323      
wetenschappelijk | verantwoorde    | topic 123      topic 328      topic 313      topic 247      
verantwoorde    | verwachtingen   | topic 277      topic 488      topic 423      topic 317      
verwachtingen   | </s>            | topic 201      topic 488      topic 343      topic 408      
<s>             | twee            | topic 136      topic 242      topic 187      topic 176      
twee            | jaar            | topic 164      topic 428      topic 296      topic 277      
jaar            | lang            | topic 467      topic 187      topic 404      topic 81       
lang            | kon             | topic 428      topic 187      topic 440      topic 242      
kon             | <UNK>           | topic 187      topic 242      topic 136      topic 176      
<UNK>           | nauwelijks      | topic 136      topic 428      topic 323      topic 187      
nauwelijks      | stappen         | topic 428      topic 164      topic 296      topic 267      
stappen         | </s>            | topic 187      topic 242      topic 176      topic 251      
<s>             | en              | topic 242      topic 136      topic 187      topic 393      
en              | dat             | topic 242      topic 187      topic 176      topic 440      
dat             | is              | topic 242      topic 187      topic 440      topic 136      
is              | in              | topic 242      topic 428      topic 187      topic 440      
in              | golf            | topic 428      topic 1        topic 129      topic 164      
golf            | een             | topic 305      topic 385      topic 304      topic 75       
een             | fatale          | topic 75       topic 164      topic 488      topic 428      
fatale          | handicap        | topic 277      topic 164      topic 470      topic 349      
handicap        | aangezien       | topic 187      topic 440      topic 242      topic 251      
aangezien       | één           | topic 242      topic 187      topic 440      topic 303      
één           | rondje          | topic 164      topic 296      topic 428      topic 277      
rondje          | van             | topic 277      topic 49       topic 440      topic 75       
van             | achttien        | topic 428      topic 49       topic 242      topic 164      
achttien        | holes           | topic 164      topic 296      topic 428      topic 148      
holes           | makkelijk       | topic 428      topic 187      topic 507      topic 313      
makkelijk       | zeven           | topic 428      topic 242      topic 187      topic 164      
zeven           | kilometer       | topic 164      topic 296      topic 85       topic 428      
kilometer       | bedraagt        | topic 404      topic 428      topic 375      topic 237      
bedraagt        | en              | topic 428      topic 164      topic 313      topic 60       
en              | een             | topic 428      topic 164      topic 49       topic 313      
een             | toernooi        | topic 428      topic 164      topic 472      topic 313      
toernooi        | vier            | topic 428      topic 164      topic 49       topic 136      
vier            | rondjes         | topic 428      topic 164      topic 296      topic 472      
rondjes         | van             | topic 428      topic 375      topic 49       topic 313      
van             | achttien        | topic 428      topic 164      topic 49       topic 375      
achttien        | holes           | topic 296      topic 164      topic 428      topic 472      
holes           | </s>            | topic 428      topic 49       topic 313      topic 375      
<s>             | tenzij          | topic 428      topic 49       topic 347      topic 134      
tenzij          | je              | topic 428      topic 49       topic 242      topic 507      
je              | zoals           | topic 428      topic 49       topic 347      topic 242      
zoals           | Nick            | topic 428      topic 49       topic 242      topic 347      
Nick            | <UNK>           | topic 49       topic 202      topic 10       topic 485      
<UNK>           | de              | topic 49       topic 428      topic 231      topic 10       
de              | cut             | topic 428      topic 49       topic 347      topic 231      
cut             | niet            | topic 428      topic 237      topic 375      topic 458      
niet            | meer            | topic 428      topic 242      topic 49       topic 187      
meer            | overleeft       | topic 428      topic 49       topic 347      topic 148      
overleeft       | </s>            | topic 49       topic 428      topic 242      topic 507      
<s>             | <UNK>           | topic 49       topic 428      topic 242      topic 347      
<UNK>           | kreeg           | topic 49       topic 428      topic 242      topic 347      
kreeg           | van             | topic 428      topic 49       topic 242      topic 202      
van             | de              | topic 428      topic 49       topic 164      topic 347      
de              | Royal           | topic 428      topic 49       topic 347      topic 164      
Royal           | and             | topic 37       topic 468      topic 70       topic 202      
and             | <UNK>           | topic 428      topic 337      topic 458      topic 119      
<UNK>           | de              | topic 428      topic 49       topic 37       topic 148      
de              | hoogste         | topic 428      topic 148      topic 347      topic 164      
hoogste         | <UNK>           | topic 428      topic 49       topic 418      topic 164      
<UNK>           | die             | topic 428      topic 49       topic 164      topic 26       
die             | huist           | topic 428      topic 49       topic 164      topic 148      
huist           | in              | topic 428      topic 49       topic 242      topic 187      
in              | het             | topic 428      topic 164      topic 148      topic 62       
het             | Schotse         | topic 75       topic 428      topic 167      topic 443      
Schotse         | <UNK>           | topic 326      topic 486      topic 274      topic 91       
<UNK>           | geen            | topic 428      topic 164      topic 55       topic 49       
geen            | toestemming     | topic 428      topic 164      topic 49       topic 347      
toestemming     | om              | topic 187      topic 466      topic 395      topic 52       
om              | zich            | topic 428      topic 49       topic 164      topic 148      
zich            | met             | topic 428      topic 52       topic 62       topic 84       
met             | een             | topic 428      topic 49       topic 347      topic 62       
een             | karretje        | topic 428      topic 164      topic 167      topic 347      
karretje        | door            | topic 440      topic 187      topic 295      topic 62       
door            | de              | topic 49       topic 428      topic 347      topic 148      
de              | toernooien      | topic 428      topic 148      topic 347      topic 49       
toernooien      | van             | topic 395      topic 84       topic 295      topic 451      
van             | de              | topic 428      topic 49       topic 347      topic 148      
de              | Europese        | topic 428      topic 148      topic 347      topic 164      
Europese        | <UNK>           | topic 148      topic 428      topic 347      topic 37       
<UNK>           | te              | topic 37       topic 428      topic 148      topic 49       
te              | verplaatsen     | topic 237      topic 304      topic 62       topic 126      
verplaatsen     | </s>            | topic 84       topic 451      topic 52       topic 251      
<s>             | wat             | topic 49       topic 221      topic 347      topic 37       
wat             | hij             | topic 242      topic 49       topic 187      topic 440      
hij             | wel             | topic 428      topic 49       topic 395      topic 242      
wel             | kreeg           | topic 428      topic 49       topic 62       topic 433      
kreeg           | was             | topic 428      topic 49       topic 242      topic 433      
was             | een             | topic 428      topic 49       topic 164      topic 433      
een             | aanval          | topic 164      topic 428      topic 167      topic 75       
aanval          | van             | topic 260      topic 391      topic 507      topic 466      
van             | artritis        | topic 49       topic 37       topic 379      topic 134      
artritis        | een             | topic 507      topic 260      topic 84       topic 251      
een             | aanzet          | topic 428      topic 164      topic 167      topic 75       
aanzet          | tot             | topic 58       topic 433      topic 443      topic 243      
tot             | <UNK>           | topic 58       topic 433      topic 4        topic 488      
<UNK>           | een             | topic 126      topic 62       topic 58       topic 304      
een             | depressie       | topic 167      topic 75       topic 62       topic 58       
depressie       | en              | topic 99       topic 385      topic 304      topic 433      
en              | een             | topic 99       topic 385      topic 304      topic 58       
een             | plaatsje        | topic 58       topic 41       topic 304      topic 156      
plaatsje        | in              | topic 304      topic 41       topic 99       topic 259      
in              | de              | topic 41       topic 385      topic 304      topic 259      
de              | grauwe          | topic 41       topic 259      topic 387      topic 509      
grauwe          | middenmoot      | topic 41       topic 385      topic 58       topic 126      
middenmoot      | </s>            | topic 385      topic 304      topic 187      topic 295      
<s>             | dat             | topic 41       topic 385      topic 126      topic 433      
dat             | stelde          | topic 126      topic 385      topic 41       topic 304      
stelde          | een             | topic 303      topic 433      topic 440      topic 385      
een             | extra           | topic 428      topic 58       topic 427      topic 126      
extra           | probleem        | topic 126      topic 427      topic 304      topic 41       
probleem        | voor            | topic 440      topic 187      topic 304      topic 126      
voor            | zijn            | topic 126      topic 385      topic 304      topic 41       
zijn            | landgenoot      | topic 126      topic 385      topic 427      topic 304      
landgenoot      | <UNK>           | topic 274      topic 323      topic 303      topic 510      
<UNK>           | <UNK>           | topic 126      topic 385      topic 187      topic 304      
<UNK>           | die             | topic 126      topic 385      topic 304      topic 428      
die             | twee            | topic 126      topic 428      topic 440      topic 304      
twee            | jaar            | topic 164      topic 428      topic 126      topic 296      
jaar            | geleden         | topic 126      topic 81       topic 404      topic 52       
geleden         | captain         | topic 428      topic 251      topic 84       topic 187      
captain         | was             | topic 251      topic 187      topic 84       topic 126      
was             | van             | topic 428      topic 251      topic 126      topic 440      
van             | de              | topic 428      topic 49       topic 126      topic 385      
de              | Europese        | topic 428      topic 129      topic 126      topic 347      
Europese        | ploeg           | topic 129      topic 126      topic 346      topic 148      
ploeg           | voor            | topic 295      topic 52       topic 60       topic 1        
voor            | de              | topic 428      topic 126      topic 385      topic 347      
de              | Ryder           | topic 428      topic 126      topic 129      topic 347      
Ryder           | Cup             | topic 307      topic 376      topic 375      topic 509      
Cup             | de              | topic 203      topic 289      topic 245      topic 369      
de              | tweejaarlijkse  | topic 428      topic 203      topic 86       topic 245      
tweejaarlijkse  | ontmoeting      | topic 470      topic 444      topic 91       topic 245      
ontmoeting      | tussen          | topic 507      topic 391      topic 303      topic 187      
tussen          | Amerika         | topic 49       topic 202      topic 134      topic 379      
Amerika         | en              | topic 208      topic 307      topic 310      topic 376      
en              | Europa          | topic 208      topic 65       topic 18       topic 483      
Europa          | </s>            | topic 267      topic 18       topic 251      topic 225      
<s>             | met             | topic 49       topic 134      topic 242      topic 507      
met             | voorsprong      | topic 428      topic 134      topic 49       topic 423      
voorsprong      | het             | topic 187      topic 404      topic 267      topic 176      
het             | belangrijkste   | topic 187      topic 267      topic 440      topic 289      
belangrijkste   | toernooi        | topic 245      topic 49       topic 86       topic 267      
toernooi        | in              | topic 12       topic 197      topic 421      topic 507      
in              | het             | topic 428      topic 197      topic 203      topic 129      
het             | internationale  | topic 75       topic 289      topic 225      topic 3        
internationale  | golf            | topic 3        topic 86       topic 148      topic 245      
golf            | </s>            | topic 305      topic 185      topic 232      topic 55       
<s>             | er              | topic 134      topic 379      topic 428      topic 49       
er              | wordt           | topic 428      topic 267      topic 295      topic 18       
wordt           | wisselend       | topic 428      topic 267      topic 18       topic 134      
wisselend       | gespeeld        | topic 288      topic 123      topic 417      topic 319      
gespeeld        | in              | topic 428      topic 267      topic 303      topic 187      
in              | Europa          | topic 428      topic 3        topic 129      topic 267      
Europa          | en              | topic 55       topic 3        topic 385      topic 267      
en              | Amerika         | topic 55       topic 3        topic 385      topic 304      
Amerika         | </s>            | topic 208      topic 129      topic 307      topic 423      
<s>             | in              | topic 303      topic 242      topic 134      topic 267      
in              | Europa          | topic 428      topic 3        topic 129      topic 267      
Europa          | is              | topic 55       topic 3        topic 385      topic 267      
is              | het             | topic 428      topic 267      topic 3        topic 385      
het             | altijd          | topic 334      topic 3        topic 304      topic 267      
altijd          | in              | topic 267      topic 440      topic 295      topic 428      
in              | </s>            | topic 129      topic 3        topic 385      topic 267      
<s>             | Groot-Brittannië | topic 134      topic 3        topic 303      topic 129      
Groot-Brittannië | te              | topic 428      topic 55       topic 385      topic 129      
te              | doen            | topic 267      topic 251      topic 304      topic 243      
doen            | behalve         | topic 187      topic 267      topic 440      topic 242      
behalve         | twee            | topic 267      topic 129      topic 18       topic 423      
twee            | jaar            | topic 164      topic 267      topic 423      topic 349      
jaar            | geleden         | topic 267      topic 61       topic 349      topic 81       
geleden         | </s>            | topic 428      topic 267      topic 303      topic 187      
<s>             | toen            | topic 134      topic 379      topic 428      topic 303      
toen            | werd            | topic 428      topic 49       topic 379      topic 134      
werd            | voor            | topic 428      topic 267      topic 349      topic 245      
voor            | het             | topic 428      topic 134      topic 49       topic 423      
het             | eerst           | topic 334      topic 143      topic 75       topic 428      
eerst           | een             | topic 428      topic 267      topic 164      topic 349      
een             | uitzondering    | topic 428      topic 349      topic 164      topic 334      
uitzondering    | gemaakt         | topic 267      topic 84       topic 440      topic 187      
gemaakt         | en              | topic 187      topic 440      topic 267      topic 84       
en              | had             | topic 440      topic 267      topic 187      topic 242      
had             | de              | topic 242      topic 267      topic 187      topic 303      
de              | Ryder           | topic 129      topic 349      topic 143      topic 423      
Ryder           | Cup             | topic 307      topic 5        topic 202      topic 376      
Cup             | plaats          | topic 245      topic 265      topic 203      topic 202      
plaats          | op              | topic 428      topic 187      topic 205      topic 202      
op              | de              | topic 428      topic 197      topic 245      topic 267      
de              | baan            | topic 428      topic 245      topic 349      topic 444      
baan            | van             | topic 428      topic 164      topic 245      topic 369      
van             | </s>            | topic 428      topic 245      topic 49       topic 202      
<s>             | bij             | topic 202      topic 49       topic 245      topic 428      
bij             | <UNK>           | topic 49       topic 202      topic 134      topic 245      
<UNK>           | in              | topic 428      topic 245      topic 49       topic 202      
in              | de              | topic 428      topic 197      topic 245      topic 203      
de              | achtertuin      | topic 428      topic 245      topic 86       topic 153      
achtertuin      | </s>            | topic 295      topic 328      topic 303      topic 84       
<s>             | <UNK>           | topic 202      topic 245      topic 265      topic 49       
<UNK>           | in              | topic 428      topic 245      topic 202      topic 421      
in              | het             | topic 428      topic 197      topic 3        topic 203      
het             | team            | topic 75       topic 428      topic 289      topic 245      
team            | of              | topic 1        topic 303      topic 3        topic 49       
of              | niet            | topic 134      topic 374      topic 202      topic 49       
niet            | dat             | topic 251      topic 267      topic 242      topic 205      
dat             | scheelde        | topic 49       topic 202      topic 245      topic 134      
scheelde        | een             | topic 187      topic 242      topic 507      topic 251      
een             | slok            | topic 428      topic 245      topic 349      topic 444      
slok            | op              | topic 267      topic 187      topic 507      topic 245      
op              | de              | topic 428      topic 197      topic 267      topic 349      
de              | borrel          | topic 428      topic 245      topic 349      topic 86       
borrel          | voor            | topic 267      topic 49       topic 202      topic 18       
voor            | de              | topic 49       topic 202      topic 245      topic 242      
de              | publieke        | topic 428      topic 245      topic 349      topic 129      
publieke        | belangstelling  | topic 43       topic 129      topic 379      topic 285      
belangstelling  | en              | topic 303      topic 225      topic 274      topic 455      
en              | de              | topic 303      topic 242      topic 187      topic 483      
de              | <UNK>           | topic 129      topic 349      topic 148      topic 43       
<UNK>           | </s>            | topic 267      topic 349      topic 225      topic 49       
<s>             | zeker           | topic 49       topic 242      topic 202      topic 245      
zeker           | omdat           | topic 428      topic 164      topic 242      topic 187      
omdat           | <UNK>           | topic 49       topic 428      topic 242      topic 245      
<UNK>           | zichzelf        | topic 267      topic 49       topic 245      topic 349      
zichzelf        | niet            | topic 242      topic 187      topic 267      topic 251      
niet            | met             | topic 242      topic 267      topic 440      topic 251      
met             | goed            | topic 49       topic 428      topic 267      topic 242      
goed            | fatsoen         | topic 428      topic 187      topic 440      topic 267      
fatsoen         | kon             | topic 187      topic 242      topic 303      topic 440      
kon             | selecteren      | topic 242      topic 187      topic 49       topic 303      
selecteren      | </s>            | topic 187      topic 242      topic 267      topic 251      
<s>             | het             | topic 242      topic 187      topic 49       topic 303      
het             | is              | topic 440      topic 187      topic 289      topic 243      
is              | reglementair    | topic 187      topic 242      topic 440      topic 267      
reglementair    | niet            | topic 187      topic 267      topic 440      topic 242      
niet            | verboden        | topic 187      topic 242      topic 440      topic 267      
verboden        | dat             | topic 267      topic 187      topic 126      topic 303      
dat             | de              | topic 242      topic 187      topic 440      topic 303      
de              | captain         | topic 129      topic 349      topic 428      topic 143      
captain         | mee             | topic 187      topic 267      topic 440      topic 303      
mee             | speelt          | topic 187      topic 440      topic 242      topic 303      
speelt          | maar            | topic 242      topic 187      topic 49       topic 303      
maar            | </s>            | topic 242      topic 187      topic 440      topic 303      
<s>             | <UNK>           | topic 242      topic 187      topic 303      topic 176      
<UNK>           | was             | topic 428      topic 267      topic 187      topic 242      
was             | ondertussen     | topic 428      topic 187      topic 242      topic 267      
ondertussen     | zo              | topic 428      topic 164      topic 187      topic 267      
zo              | slecht          | topic 428      topic 187      topic 404      topic 267      
slecht          | geworden        | topic 187      topic 242      topic 267      topic 428      
geworden        | dat             | topic 187      topic 242      topic 303      topic 440      
dat             | hij             | topic 242      topic 187      topic 49       topic 303      
hij             | dat             | topic 187      topic 242      topic 267      topic 440      
dat             | echt            | topic 242      topic 49       topic 187      topic 267      
echt            | niet            | topic 440      topic 205      topic 267      topic 187      
niet            | meer            | topic 440      topic 242      topic 205      topic 187      
meer            | kon             | topic 267      topic 349      topic 440      topic 423      
kon             | maken           | topic 242      topic 187      topic 303      topic 49       
maken           | </s>            | topic 242      topic 187      topic 303      topic 440      
<s>             | van             | topic 242      topic 187      topic 49       topic 303      
van             | <UNK>           | topic 428      topic 49       topic 242      topic 134      
<UNK>           | werd            | topic 267      topic 187      topic 18       topic 242      
werd            | vroeger         | topic 187      topic 242      topic 428      topic 49       
vroeger         | toen            | topic 187      topic 242      topic 440      topic 267      
toen            | hij             | topic 49       topic 242      topic 187      topic 202      
hij             | nog             | topic 428      topic 267      topic 49       topic 187      
nog             | de              | topic 428      topic 267      topic 349      topic 164      
de              | absolute        | topic 349      topic 428      topic 129      topic 447      
absolute        | nummer          | topic 199      topic 156      topic 328      topic 267      
nummer          | één           | topic 428      topic 164      topic 187      topic 242      
één           | in              | topic 349      topic 267      topic 164      topic 428      
in              | de              | topic 428      topic 197      topic 203      topic 267      
de              | wereld          | topic 428      topic 86       topic 129      topic 245      
wereld          | was             | topic 242      topic 440      topic 267      topic 187      
was             | al              | topic 242      topic 49       topic 187      topic 267      
al              | gezegd          | topic 428      topic 242      topic 187      topic 267      
gezegd          | dat             | topic 242      topic 303      topic 187      topic 440      
dat             | hij             | topic 242      topic 49       topic 303      topic 187      
hij             | de              | topic 242      topic 267      topic 187      topic 349      
de              | enige           | topic 349      topic 129      topic 143      topic 267      
enige           | speler          | topic 267      topic 349      topic 18       topic 447      
speler          | was             | topic 187      topic 242      topic 176      topic 303      
was             | die             | topic 242      topic 187      topic 49       topic 202      
die             | zijn            | topic 267      topic 349      topic 242      topic 245      
zijn            | tweede          | topic 267      topic 349      topic 428      topic 245      
tweede          | shot            | topic 349      topic 267      topic 245      topic 444      
shot            | van             | topic 267      topic 349      topic 242      topic 458      
van             | boven           | topic 49       topic 202      topic 447      topic 349      
boven           | in              | topic 428      topic 49       topic 202      topic 197      
in              | een             | topic 428      topic 197      topic 55       topic 129      
een             | boom            | topic 428      topic 267      topic 245      topic 164      
boom            | nam             | topic 267      topic 251      topic 440      topic 507      
nam             | zonder          | topic 202      topic 49       topic 242      topic 187      
zonder          | erbij           | topic 267      topic 242      topic 18       topic 440      
erbij           | stil            | topic 187      topic 404      topic 440      topic 251      
stil            | te              | topic 187      topic 242      topic 251      topic 303      
te              | staan           | topic 187      topic 205      topic 251      topic 242      
staan           | dat             | topic 242      topic 187      topic 267      topic 251      
dat             | dit             | topic 49       topic 242      topic 187      topic 267      
dit             | niet            | topic 242      topic 187      topic 440      topic 251      
niet            | tot             | topic 242      topic 440      topic 205      topic 187      
tot             | de              | topic 242      topic 507      topic 267      topic 440      
de              | gangbare        | topic 428      topic 349      topic 54       topic 267      
gangbare        | praktijken      | topic 488      topic 148      topic 497      topic 349      
praktijken      | van             | topic 242      topic 507      topic 187      topic 440      
van             | het             | topic 49       topic 202      topic 242      topic 134      
het             | spel            | topic 49       topic 243      topic 440      topic 443      
spel            | behoorde        | topic 242      topic 187      topic 205      topic 243      
behoorde        | </s>            | topic 242      topic 303      topic 187      topic 507      
<s>             | <UNK>           | topic 49       topic 242      topic 187      topic 507      
<UNK>           | bleef           | topic 49       topic 428      topic 242      topic 267      
bleef           | aan             | topic 49       topic 242      topic 187      topic 428      
aan             | de              | topic 49       topic 242      topic 428      topic 267      
de              | kant            | topic 428      topic 349      topic 129      topic 54       
kant            | <UNK>           | topic 267      topic 187      topic 440      topic 251      
<UNK>           | kreeg           | topic 49       topic 267      topic 242      topic 187      
kreeg           | geen            | topic 49       topic 242      topic 187      topic 202      
geen            | wildcard        | topic 49       topic 428      topic 349      topic 447      
wildcard        | maar            | topic 187      topic 303      topic 176      topic 60       
maar            | werd            | topic 242      topic 187      topic 49       topic 303      
werd            | in              | topic 49       topic 242      topic 187      topic 202      
in              | extremis        | topic 428      topic 197      topic 203      topic 129      
extremis        | opgevist        | topic 303      topic 187      topic 242      topic 176      
opgevist        | toen            | topic 187      topic 242      topic 507      topic 251      
toen            | <UNK>           | topic 49       topic 202      topic 242      topic 245      
<UNK>           | Martin          | topic 49       topic 242      topic 202      topic 251      
Martin          | met             | topic 430      topic 485      topic 49       topic 240      
met             | een             | topic 49       topic 202      topic 430      topic 415      
een             | <UNK>           | topic 428      topic 49       topic 245      topic 347      
<UNK>           | forfait         | topic 49       topic 245      topic 507      topic 231      
forfait         | moest           | topic 202      topic 187      topic 265      topic 404      
moest           | geven           | topic 49       topic 202      topic 265      topic 245      
